Type,Date,Season,VTeam,HTeam,Vscore,Hscore,Mar.,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,OPFGM,OPFGA,OPFG%,OP3FGM,OP3FGA,OP3FG%,OPFTM,OPFTA,OPFT%,OPOFF,OPDEF,OPREB,OPAST,OPSTL,OPBLK,OPTO,OPPF,OPPTS,H Betting Line
Playoffs,2015-04-25,(2014-15),MEM,POR,115,109,-6,37.77,82.48,0.46,5.16,15.2,0.34,17.62,22.79,0.77,10.44,32.12,42.56,21.67,8.54,4.23,13.34,19.11,98.32,38.72,85.96,0.45,9.84,27.21,0.36,15.51,19.38,0.8,10.72,35.13,45.85,21.94,6.4,4.54,13.62,18.22,102.79,-170
Playoffs,2015-04-26,(2014-15),CLE,BOS,101,93,-8,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,38.94,87.94,0.44,8.05,24.65,0.33,15.44,20.46,0.75,11.1,32.74,43.84,24.5,8.22,3.59,13.82,21.2,101.37,250
Playoffs,2015-04-26,(2014-15),LAC,SAS,114,105,-9,39.37,83.29,0.47,10.09,26.85,0.38,17.9,25.21,0.71,9.56,33.06,42.62,24.77,7.8,4.99,12.34,21.33,106.72,39.12,83.59,0.47,8.26,22.52,0.37,16.68,21.39,0.78,9.83,33.8,43.63,24.39,8.01,5.41,13.98,19.07,103.18,-264
Playoffs,2015-04-26,(2014-15),TOR,WAS,94,125,31,37.9,83.28,0.46,8.85,25.12,0.35,19.33,24.56,0.79,10.74,30.8,41.55,20.74,7.5,4.35,12.89,20.88,103.99,38.28,82.8,0.46,6.06,16.84,0.36,15.91,21.44,0.74,10.51,34.16,44.67,24.01,7.33,4.61,15.04,20.82,98.54,-270
Playoffs,2015-04-26,(2014-15),HOU,DAL,109,121,12,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,39.7,85.8,0.46,8.93,25.39,0.35,16.9,22.48,0.75,10.46,31.8,42.27,22.51,8.09,4.52,12.95,20.05,105.22,120
Playoffs,2015-04-27,(2014-15),ATL,BRO,115,120,5,38.06,81.7,0.47,9.98,26.24,0.38,16.45,21.16,0.78,8.72,31.84,40.56,25.74,9.07,4.63,14.23,17.77,102.55,37.43,82.98,0.45,6.6,19.91,0.33,16.57,22.16,0.75,10.32,32.04,42.35,20.93,7.02,4.15,13.82,19.26,98.02,195
Playoffs,2015-04-27,(2014-15),MIL,CHI,94,88,-6,37.6,81.98,0.46,6.65,18.29,0.36,16,21.15,0.76,10.68,31.39,42.07,23.56,9.62,4.91,16.74,22.12,97.84,36.6,82.89,0.44,7.87,22.26,0.35,19.73,25.21,0.78,11.7,34.05,45.74,21.72,6.27,5.8,13.96,18.23,100.79,-410
Playoffs,2015-04-27,(2014-15),MEM,POR,92,99,7,37.77,82.48,0.46,5.16,15.2,0.34,17.62,22.79,0.77,10.44,32.12,42.56,21.67,8.54,4.23,13.34,19.11,98.32,38.72,85.96,0.45,9.84,27.21,0.36,15.51,19.38,0.8,10.72,35.13,45.85,21.94,6.4,4.54,13.62,18.22,102.79,-185
Playoffs,2015-04-28,(2014-15),DAL,HOU,94,103,9,39.7,85.8,0.46,8.93,25.39,0.35,16.9,22.48,0.75,10.46,31.8,42.27,22.51,8.09,4.52,12.95,20.05,105.22,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,-370
Playoffs,2015-04-28,(2014-15),SAS,LAC,111,107,-4,39.12,83.59,0.47,8.26,22.52,0.37,16.68,21.39,0.78,9.83,33.8,43.63,24.39,8.01,5.41,13.98,19.07,103.18,39.37,83.29,0.47,10.09,26.85,0.38,17.9,25.21,0.71,9.56,33.06,42.62,24.77,7.8,4.99,12.34,21.33,106.72,-150
Playoffs,2015-04-29,(2014-15),BRO,ATL,97,107,10,37.43,82.98,0.45,6.6,19.91,0.33,16.57,22.16,0.75,10.32,32.04,42.35,20.93,7.02,4.15,13.82,19.26,98.02,38.06,81.7,0.47,9.98,26.24,0.38,16.45,21.16,0.78,8.72,31.84,40.56,25.74,9.07,4.63,14.23,17.77,102.55,-480
Playoffs,2015-04-29,(2014-15),POR,MEM,93,99,6,38.72,85.96,0.45,9.84,27.21,0.36,15.51,19.38,0.8,10.72,35.13,45.85,21.94,6.4,4.54,13.62,18.22,102.79,37.77,82.48,0.46,5.16,15.2,0.34,17.62,22.79,0.77,10.44,32.12,42.56,21.67,8.54,4.23,13.34,19.11,98.32,-260
Playoffs,2015-04-30,(2014-15),CHI,MIL,120,66,-54,36.6,82.89,0.44,7.87,22.26,0.35,19.73,25.21,0.78,11.7,34.05,45.74,21.72,6.27,5.8,13.96,18.23,100.79,37.6,81.98,0.46,6.65,18.29,0.36,16,21.15,0.76,10.68,31.39,42.07,23.56,9.62,4.91,16.74,22.12,97.84,160
Playoffs,2015-04-30,(2014-15),LAC,SAS,102,96,-6,39.37,83.29,0.47,10.09,26.85,0.38,17.9,25.21,0.71,9.56,33.06,42.62,24.77,7.8,4.99,12.34,21.33,106.72,39.12,83.59,0.47,8.26,22.52,0.37,16.68,21.39,0.78,9.83,33.8,43.63,24.39,8.01,5.41,13.98,19.07,103.18,-260
Playoffs,2015-05-01,(2014-15),ATL,BRO,111,87,-24,38.06,81.7,0.47,9.98,26.24,0.38,16.45,21.16,0.78,8.72,31.84,40.56,25.74,9.07,4.63,14.23,17.77,102.55,37.43,82.98,0.45,6.6,19.91,0.33,16.57,22.16,0.75,10.32,32.04,42.35,20.93,7.02,4.15,13.82,19.26,98.02,180
Playoffs,2015-05-02,(2014-15),SAS,LAC,109,111,2,39.12,83.59,0.47,8.26,22.52,0.37,16.68,21.39,0.78,9.83,33.8,43.63,24.39,8.01,5.41,13.98,19.07,103.18,39.37,83.29,0.47,10.09,26.85,0.38,17.9,25.21,0.71,9.56,33.06,42.62,24.77,7.8,4.99,12.34,21.33,106.72,-160
Playoffs,2015-05-03,(2014-15),WAS,ATL,104,98,-6,38.28,82.8,0.46,6.06,16.84,0.36,15.91,21.44,0.74,10.51,34.16,44.67,24.01,7.33,4.61,15.04,20.82,98.54,38.06,81.7,0.47,9.98,26.24,0.38,16.45,21.16,0.78,8.72,31.84,40.56,25.74,9.07,4.63,14.23,17.77,102.55,-245
Playoffs,2015-05-03,(2014-15),MEM,GSW,86,101,15,37.77,82.48,0.46,5.16,15.2,0.34,17.62,22.79,0.77,10.44,32.12,42.56,21.67,8.54,4.23,13.34,19.11,98.32,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,-720
Playoffs,2015-05-04,(2014-15),CHI,CLE,99,92,-7,36.6,82.89,0.44,7.87,22.26,0.35,19.73,25.21,0.78,11.7,34.05,45.74,21.72,6.27,5.8,13.96,18.23,100.79,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,-200
Playoffs,2015-05-04,(2014-15),LAC,HOU,117,101,-16,39.37,83.29,0.47,10.09,26.85,0.38,17.9,25.21,0.71,9.56,33.06,42.62,24.77,7.8,4.99,12.34,21.33,106.72,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,-379
Playoffs,2015-05-05,(2014-15),WAS,ATL,90,106,16,38.28,82.8,0.46,6.06,16.84,0.36,15.91,21.44,0.74,10.51,34.16,44.67,24.01,7.33,4.61,15.04,20.82,98.54,38.06,81.7,0.47,9.98,26.24,0.38,16.45,21.16,0.78,8.72,31.84,40.56,25.74,9.07,4.63,14.23,17.77,102.55,-500
Playoffs,2015-05-05,(2014-15),MEM,GSW,97,90,-7,37.77,82.48,0.46,5.16,15.2,0.34,17.62,22.79,0.77,10.44,32.12,42.56,21.67,8.54,4.23,13.34,19.11,98.32,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,-675
Playoffs,2015-05-06,(2014-15),CHI,CLE,91,106,15,36.6,82.89,0.44,7.87,22.26,0.35,19.73,25.21,0.78,11.7,34.05,45.74,21.72,6.27,5.8,13.96,18.23,100.79,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,-245
Playoffs,2015-05-06,(2014-15),LAC,HOU,109,115,6,39.37,83.29,0.47,10.09,26.85,0.38,17.9,25.21,0.71,9.56,33.06,42.62,24.77,7.8,4.99,12.34,21.33,106.72,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,-405
Playoffs,2015-05-08,(2014-15),CLE,CHI,96,99,3,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,36.6,82.89,0.44,7.87,22.26,0.35,19.73,25.21,0.78,11.7,34.05,45.74,21.72,6.27,5.8,13.96,18.23,100.79,-146
Playoffs,2015-05-08,(2014-15),HOU,LAC,99,124,25,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,39.37,83.29,0.47,10.09,26.85,0.38,17.9,25.21,0.71,9.56,33.06,42.62,24.77,7.8,4.99,12.34,21.33,106.72,-260
Playoffs,2015-05-09,(2014-15),ATL,WAS,101,103,2,38.06,81.7,0.47,9.98,26.24,0.38,16.45,21.16,0.78,8.72,31.84,40.56,25.74,9.07,4.63,14.23,17.77,102.55,38.28,82.8,0.46,6.06,16.84,0.36,15.91,21.44,0.74,10.51,34.16,44.67,24.01,7.33,4.61,15.04,20.82,98.54,160
Playoffs,2015-05-09,(2014-15),GSW,MEM,89,99,10,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,37.77,82.48,0.46,5.16,15.2,0.34,17.62,22.79,0.77,10.44,32.12,42.56,21.67,8.54,4.23,13.34,19.11,98.32,166
Playoffs,2015-05-10,(2014-15),CLE,CHI,86,84,-2,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,36.6,82.89,0.44,7.87,22.26,0.35,19.73,25.21,0.78,11.7,34.05,45.74,21.72,6.27,5.8,13.96,18.23,100.79,135
Playoffs,2015-05-10,(2014-15),HOU,LAC,95,128,33,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,39.37,83.29,0.47,10.09,26.85,0.38,17.9,25.21,0.71,9.56,33.06,42.62,24.77,7.8,4.99,12.34,21.33,106.72,-295
Playoffs,2015-05-11,(2014-15),ATL,WAS,106,101,-5,38.06,81.7,0.47,9.98,26.24,0.38,16.45,21.16,0.78,8.72,31.84,40.56,25.74,9.07,4.63,14.23,17.77,102.55,38.28,82.8,0.46,6.06,16.84,0.36,15.91,21.44,0.74,10.51,34.16,44.67,24.01,7.33,4.61,15.04,20.82,98.54,161
Playoffs,2015-05-11,(2014-15),GSW,MEM,101,84,-17,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,37.77,82.48,0.46,5.16,15.2,0.34,17.62,22.79,0.77,10.44,32.12,42.56,21.67,8.54,4.23,13.34,19.11,98.32,155
Playoffs,2015-05-12,(2014-15),CHI,CLE,101,106,5,36.6,82.89,0.44,7.87,22.26,0.35,19.73,25.21,0.78,11.7,34.05,45.74,21.72,6.27,5.8,13.96,18.23,100.79,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,-256
Playoffs,2015-05-12,(2014-15),LAC,HOU,103,124,21,39.37,83.29,0.47,10.09,26.85,0.38,17.9,25.21,0.71,9.56,33.06,42.62,24.77,7.8,4.99,12.34,21.33,106.72,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,130
Playoffs,2015-05-13,(2014-15),WAS,ATL,81,82,1,38.28,82.8,0.46,6.06,16.84,0.36,15.91,21.44,0.74,10.51,34.16,44.67,24.01,7.33,4.61,15.04,20.82,98.54,38.06,81.7,0.47,9.98,26.24,0.38,16.45,21.16,0.78,8.72,31.84,40.56,25.74,9.07,4.63,14.23,17.77,102.55,-325
Playoffs,2015-05-13,(2014-15),MEM,GSW,78,98,20,37.77,82.48,0.46,5.16,15.2,0.34,17.62,22.79,0.77,10.44,32.12,42.56,21.67,8.54,4.23,13.34,19.11,98.32,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,-626
Playoffs,2015-05-14,(2014-15),CLE,CHI,94,73,-21,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,36.6,82.89,0.44,7.87,22.26,0.35,19.73,25.21,0.78,11.7,34.05,45.74,21.72,6.27,5.8,13.96,18.23,100.79,-143
Playoffs,2015-05-14,(2014-15),HOU,LAC,119,107,-12,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,39.37,83.29,0.47,10.09,26.85,0.38,17.9,25.21,0.71,9.56,33.06,42.62,24.77,7.8,4.99,12.34,21.33,106.72,-450
Playoffs,2015-05-15,(2014-15),ATL,WAS,94,91,-3,38.06,81.7,0.47,9.98,26.24,0.38,16.45,21.16,0.78,8.72,31.84,40.56,25.74,9.07,4.63,14.23,17.77,102.55,38.28,82.8,0.46,6.06,16.84,0.36,15.91,21.44,0.74,10.51,34.16,44.67,24.01,7.33,4.61,15.04,20.82,98.54,-146
Playoffs,2015-05-15,(2014-15),GSW,MEM,108,95,-13,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,37.77,82.48,0.46,5.16,15.2,0.34,17.62,22.79,0.77,10.44,32.12,42.56,21.67,8.54,4.23,13.34,19.11,98.32,185
Playoffs,2015-05-17,(2014-15),LAC,HOU,100,113,13,39.37,83.29,0.47,10.09,26.85,0.38,17.9,25.21,0.71,9.56,33.06,42.62,24.77,7.8,4.99,12.34,21.33,106.72,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,124
Playoffs,2015-05-19,(2014-15),HOU,GSW,106,110,4,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,-700
Playoffs,2015-05-20,(2014-15),CLE,ATL,97,89,-8,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,38.06,81.7,0.47,9.98,26.24,0.38,16.45,21.16,0.78,8.72,31.84,40.56,25.74,9.07,4.63,14.23,17.77,102.55,-145
Playoffs,2015-05-21,(2014-15),HOU,GSW,98,99,1,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,-540
Playoffs,2015-05-22,(2014-15),CLE,ATL,94,82,-12,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,38.06,81.7,0.47,9.98,26.24,0.38,16.45,21.16,0.78,8.72,31.84,40.56,25.74,9.07,4.63,14.23,17.77,102.55,-170
Playoffs,2015-05-23,(2014-15),GSW,HOU,115,80,-35,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,-130
Playoffs,2015-05-24,(2014-15),ATL,CLE,111,114,3,38.06,81.7,0.47,9.98,26.24,0.38,16.45,21.16,0.78,8.72,31.84,40.56,25.74,9.07,4.63,14.23,17.77,102.55,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,-425
Playoffs,2015-05-25,(2014-15),GSW,HOU,115,128,13,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,160
Playoffs,2015-05-26,(2014-15),ATL,CLE,88,118,30,38.06,81.7,0.47,9.98,26.24,0.38,16.45,21.16,0.78,8.72,31.84,40.56,25.74,9.07,4.63,14.23,17.77,102.55,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,-355
Playoffs,2015-05-27,(2014-15),HOU,GSW,90,104,14,36.98,83.32,0.44,11.38,32.68,0.35,18.6,26.01,0.71,11.68,32,43.68,22.2,9.48,4.96,16.66,21.99,103.93,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,-530
Playoffs,2015-06-04,(2014-15),CLE,GSW,100,108,8,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,-250
Playoffs,2015-06-07,(2014-15),CLE,GSW,95,93,-2,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,-345
Playoffs,2015-06-09,(2014-15),GSW,CLE,91,96,5,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,110
Playoffs,2015-06-11,(2014-15),GSW,CLE,103,82,-21,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,161
Playoffs,2015-06-14,(2014-15),CLE,GSW,91,104,13,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,-465
Playoffs,2015-06-16,(2014-15),GSW,CLE,105,97,-8,41.59,87.04,0.48,10.77,27.04,0.4,16.01,20.84,0.77,10.4,34.32,44.72,27.41,9.29,6.05,14.45,19.85,109.95,37.67,82.18,0.46,10.07,27.48,0.37,17.72,23.59,0.75,11.11,31.85,42.96,22.12,7.35,4.15,14.28,18.41,103.13,130
Playoffs,2016-04-16,(2015-16),IND,TOR,100,90,-10,38.32,85.18,0.45,8.09,23.04,0.35,17.44,22.83,0.76,10.33,33.89,44.22,21.23,9.05,4.77,14.87,20.01,102.16,36.66,81.33,0.45,8.63,23.35,0.37,20.76,26.71,0.78,10.2,33.22,43.41,18.73,7.76,5.48,13.09,19.63,102.71,-335
Playoffs,2016-04-16,(2015-16),HOU,GSW,78,104,26,37.73,83.5,0.45,10.71,30.89,0.35,20.38,29.35,0.69,11.34,31.72,43.06,22.21,10.01,5.24,15.94,21.83,106.55,42.55,87.3,0.49,13.13,31.61,0.42,16.66,21.83,0.76,9.95,36.24,46.2,28.94,8.4,6.07,15.18,20.74,114.89,-1400
Playoffs,2016-04-16,(2015-16),BOS,ATL,101,102,1,39.22,89.24,0.44,8.74,26.12,0.33,18.54,23.52,0.79,11.59,33.33,44.91,24.16,9.17,4.24,13.74,21.9,105.72,38.63,84.43,0.46,9.94,28.38,0.35,15.63,19.98,0.78,8.28,33.8,42.09,25.61,9.11,5.94,14.95,19.13,102.84,-210
Playoffs,2016-04-16,(2015-16),DAL,OCT,70,108,38,37.37,84.15,0.44,9.83,28.55,0.34,17.73,22.33,0.79,9.16,33.91,43.07,22.11,6.83,3.73,12.77,19.45,102.29,41.12,86.37,0.48,8.27,23.72,0.35,19.71,25.21,0.78,13.06,35.56,48.62,22.96,7.35,5.94,15.91,20.62,110.22,-1000
Playoffs,2016-04-17,(2015-16),DET,CLE,101,106,5,37.94,86.43,0.44,9.02,26.2,0.34,17.06,25.55,0.67,12.45,33.87,46.32,19.44,6.99,3.71,13.54,18.99,101.96,38.67,84,0.46,10.73,29.6,0.36,16.26,21.74,0.75,10.65,33.87,44.51,22.7,6.72,3.87,13.59,20.32,104.33,-900
Playoffs,2016-04-17,(2015-16),CHA,MIA,91,123,32,37.02,84.41,0.44,10.65,29.39,0.36,18.71,23.67,0.79,8.95,34.99,43.94,21.68,7.27,5.34,12.56,18.13,103.4,38.41,81.67,0.47,6.07,18.05,0.34,17.15,23.04,0.74,9.84,34.28,44.12,20.84,6.74,6.48,14.09,18.32,100.05,-190
Playoffs,2016-04-17,(2015-16),MEM,SAS,74,106,32,36.82,83.65,0.44,6.15,18.55,0.33,19.32,24.68,0.78,11.17,30.45,41.62,20.7,8.84,4.27,13.29,21.74,99.1,40.11,82.89,0.48,6.95,18.51,0.38,16.37,20.39,0.8,9.39,34.52,43.91,24.51,8.26,5.91,13.06,17.48,103.54,-10000
Playoffs,2016-04-17,(2015-16),POR,LAC,95,115,20,38.62,85.85,0.45,10.54,28.49,0.37,17.37,23.04,0.75,11.56,33.93,45.49,21.32,6.85,4.63,14.63,21.73,105.15,38.3,82.43,0.46,9.72,26.71,0.36,18.17,26.24,0.69,8.79,33.26,42.05,22.84,8.65,5.61,12.96,21.29,104.5,-450
Playoffs,2016-04-18,(2015-16),IND,TOR,87,98,11,38.32,85.18,0.45,8.09,23.04,0.35,17.44,22.83,0.76,10.33,33.89,44.22,21.23,9.05,4.77,14.87,20.01,102.16,36.66,81.33,0.45,8.63,23.35,0.37,20.76,26.71,0.78,10.2,33.22,43.41,18.73,7.76,5.48,13.09,19.63,102.71,-380
Playoffs,2016-04-18,(2015-16),DAL,OCT,85,84,-1,37.37,84.15,0.44,9.83,28.55,0.34,17.73,22.33,0.79,9.16,33.91,43.07,22.11,6.83,3.73,12.77,19.45,102.29,41.12,86.37,0.48,8.27,23.72,0.35,19.71,25.21,0.78,13.06,35.56,48.62,22.96,7.35,5.94,15.91,20.62,110.22,-2500
Playoffs,2016-04-18,(2015-16),HOU,GSW,106,115,9,37.73,83.5,0.45,10.71,30.89,0.35,20.38,29.35,0.69,11.34,31.72,43.06,22.21,10.01,5.24,15.94,21.83,106.55,42.55,87.3,0.49,13.13,31.61,0.42,16.66,21.83,0.76,9.95,36.24,46.2,28.94,8.4,6.07,15.18,20.74,114.89,-420
Playoffs,2016-04-19,(2015-16),BOS,ATL,72,89,17,39.22,89.24,0.44,8.74,26.12,0.33,18.54,23.52,0.79,11.59,33.33,44.91,24.16,9.17,4.24,13.74,21.9,105.72,38.63,84.43,0.46,9.94,28.38,0.35,15.63,19.98,0.78,8.28,33.8,42.09,25.61,9.11,5.94,14.95,19.13,102.84,-265
Playoffs,2016-04-19,(2015-16),MEM,SAS,68,94,26,36.82,83.65,0.44,6.15,18.55,0.33,19.32,24.68,0.78,11.17,30.45,41.62,20.7,8.84,4.27,13.29,21.74,99.1,40.11,82.89,0.48,6.95,18.51,0.38,16.37,20.39,0.8,9.39,34.52,43.91,24.51,8.26,5.91,13.06,17.48,103.54,-10000
Playoffs,2016-04-20,(2015-16),CHA,MIA,103,115,12,37.02,84.41,0.44,10.65,29.39,0.36,18.71,23.67,0.79,8.95,34.99,43.94,21.68,7.27,5.34,12.56,18.13,103.4,38.41,81.67,0.47,6.07,18.05,0.34,17.15,23.04,0.74,9.84,34.28,44.12,20.84,6.74,6.48,14.09,18.32,100.05,-200
Playoffs,2016-04-20,(2015-16),DET,CLE,90,107,17,37.94,86.43,0.44,9.02,26.2,0.34,17.06,25.55,0.67,12.45,33.87,46.32,19.44,6.99,3.71,13.54,18.99,101.96,38.67,84,0.46,10.73,29.6,0.36,16.26,21.74,0.75,10.65,33.87,44.51,22.7,6.72,3.87,13.59,20.32,104.33,-850
Playoffs,2016-04-20,(2015-16),POR,LAC,81,102,21,38.62,85.85,0.45,10.54,28.49,0.37,17.37,23.04,0.75,11.56,33.93,45.49,21.32,6.85,4.63,14.63,21.73,105.15,38.3,82.43,0.46,9.72,26.71,0.36,18.17,26.24,0.69,8.79,33.26,42.05,22.84,8.65,5.61,12.96,21.29,104.5,-400
Playoffs,2016-04-21,(2015-16),OCT,DAL,131,102,-29,41.12,86.37,0.48,8.27,23.72,0.35,19.71,25.21,0.78,13.06,35.56,48.62,22.96,7.35,5.94,15.91,20.62,110.22,37.37,84.15,0.44,9.83,28.55,0.34,17.73,22.33,0.79,9.16,33.91,43.07,22.11,6.83,3.73,12.77,19.45,102.29,425
Playoffs,2016-04-21,(2015-16),TOR,IND,101,85,-16,36.66,81.33,0.45,8.63,23.35,0.37,20.76,26.71,0.78,10.2,33.22,43.41,18.73,7.76,5.48,13.09,19.63,102.71,38.32,85.18,0.45,8.09,23.04,0.35,17.44,22.83,0.76,10.33,33.89,44.22,21.23,9.05,4.77,14.87,20.01,102.16,-110
Playoffs,2016-04-21,(2015-16),GSW,HOU,96,97,1,42.55,87.3,0.49,13.13,31.61,0.42,16.66,21.83,0.76,9.95,36.24,46.2,28.94,8.4,6.07,15.18,20.74,114.89,37.73,83.5,0.45,10.71,30.89,0.35,20.38,29.35,0.69,11.34,31.72,43.06,22.21,10.01,5.24,15.94,21.83,106.55,110
Playoffs,2016-04-22,(2015-16),CLE,DET,101,91,-10,38.67,84,0.46,10.73,29.6,0.36,16.26,21.74,0.75,10.65,33.87,44.51,22.7,6.72,3.87,13.59,20.32,104.33,37.94,86.43,0.44,9.02,26.2,0.34,17.06,25.55,0.67,12.45,33.87,46.32,19.44,6.99,3.71,13.54,18.99,101.96,170
